"county_group","county_Deaths","county_Births","county_Mortality_rate","county_HC01_VC03","county_HC01_VC04","county_HC01_VC05","county_HC01_VC07","county_HC01_VC09","county_HC03_VC12_unemp_pct","county_HC01_VC74","county_HC01_VC85_inc_med","county_HC01_VC86_inc_mean","county_HC01_VC103","county_HC01_VC118","county_HC01_VC130","county_HC01_VC131_hc","county_HC03_VC131_hc_pct","county_HC01_VC132_hc_priv","county_HC03_VC132_hc_priv_pct","county_HC01_VC133_hc_pub","county_HC03_VC133_hc_pub_pct","county_HC01_VC134_nohc","county_HC03_VC134_nohc_pct","county_HC01_VC161_bpl","county_HC03_VC161_bpl_pct","county_HC01_VC162_bpl_18","county_HC03_VC162_bpl_18_pct","county_HC01_VC163_bpl_5","county_HC03_VC163_bpl_5_pct"
"Mobile County, AL",43,5663,7.59314850785803,325152,190415,189544,18644,134737,9.8362385514709,154188,43809,58783,103554,22953,406218,348431,85.7743871517264,253391,62.3780827043607,142605,35.1055344667149,57787,14.2256128482736,16257.978,15.7,24852.96,24,31376.862,30.3
"Monmouth County, NJ",15,5952,2.52016129032258,505316,333780,333439,26256,171536,7.87430384568092,233105,85242,115006,162126,43469,624974,568273,90.9274625824434,492659,78.8287192747218,151431,24.2299679666674,56701,9.07253741755657,8592.678,5.3,13456.458,8.3,11024.568,6.8
"Monroe County, NY",63,8178,7.70359501100514,606638,392381,392189,30241,214257,7.71082309804711,299764,52553,70955,182181,29424,742169,697148,93.9338614250932,542377,73.0799858253309,256368,34.5430757684571,45021,6.06613857490679,20039.91,11,35343.114,19.4,34250.028,18.8
"Monterey County, CA",40,6420,6.23052959501558,326799,199740,193691,16358,127059,8.44541047338286,125402,58783,81128,90914,24994,410004,333477,81.3350601457547,228076,55.627749973171,144115,35.1496570765163,76527,18.6649398542453,11818.82,13,18000.972,19.8,13364.358,14.7
"Montgomery County, MD",70,13203,5.30182534272514,804704,578584,575171,34838,226120,6.05698131512194,365235,99435,133543,253531,49110,1009178,905656,89.7419483976068,777342,77.0272439549812,231897,22.9788005683834,103522,10.2580516023932,11662.426,4.6,16733.046,6.6,14958.329,5.9
"Montgomery County, OH",52,6659,7.80898032737648,426467,263098,261344,24687,163369,9.44617056446676,222687,43829,60110,133872,25734,525410,470705,89.58813117375,340022,64.7155554709655,198379,37.7569897794104,54705,10.41186882625,19411.44,14.5,33200.256,24.8,37216.416,27.8
"Montgomery County, PA",41,8905,4.60415496911847,654259,447414,447095,28684,206845,6.41563873449714,308626,80675,109215,210938,42275,799584,753496,94.2360027214151,666762,83.3886120782807,194044,24.2681194220995,46088,5.76399727858486,9070.334,4.3,13500.032,6.4,13289.094,6.3
"Montgomery County, TX",35,7338,4.7696920141728,382384,245458,245208,14950,136926,6.09686470261982,173238,68838,95714,128184,34215,499565,416352,83.3429083302473,341705,68.4005084423448,116632,23.346711639126,83213,16.6570916697527,12049.296,9.4,18458.496,14.4,15894.816,12.4
"Morris County, NJ",12,4717,2.5439898240407,400047,276350,276181,17319,123697,6.27088757010801,180093,100214,134252,129519,49552,494204,457336,92.5399227849228,415317,84.0375634353425,97858,19.8011347540692,36868,7.46007721507717,3885.57,3,5569.317,4.3,4274.127,3.3
"Multnomah County, OR",51,9420,5.4140127388535,630013,432755,432574,37937,197258,8.77006015155788,310669,54102,75468,169156,31544,763208,668551,87.5974832548925,511461,67.0146277292691,234048,30.6663452165072,94657,12.4025167451075,20298.72,12,31632.172,18.7,23512.684,13.9
"Nassau County, NY",58,14278,4.06219358453565,1091381,712473,712003,45819,378908,6.43522569427376,440640,99465,129293,337910,43206,1344466,1243750,92.5088473788106,1069584,79.5545592078937,339631,25.2614048997892,100716,7.49115262118938,14868.04,4.4,23315.79,6.9,17233.41,5.1
"New Castle County, DE",55,6663,8.25453999699835,441040,290192,289856,21525,150848,7.42610123647604,202268,65476,86526,132978,32894,541226,499087,92.2141582259537,397380,73.4221933166552,164893,30.4665703421491,42139,7.78584177404633,9840.372,7.4,16090.338,12.1,13164.822,9.9
"New Haven County, CT",55,8773,6.2692351533113,701443,464630,464091,44190,236813,9.5218394668287,326028,61640,83229,207295,32852,851629,785222,92.2023557206248,588685,69.124583592151,291830,34.2672689633632,66407,7.79764427937517,19693.025,9.5,33789.085,16.3,35240.15,17
"New London County, CT",15,2604,5.76036866359447,223557,151814,144999,12009,71743,8.28212608362816,106495,66233,84880,69416,34208,261251,245325,93.9039467791511,193568,74.0927307455282,87915,33.6515458314035,15926,6.09605322084892,5136.784,7.4,8746.416,12.6,10967.728,15.8
"New York County, NY",64,18139,3.52830916809085,1414565,956468,956034,71577,458097,7.48686762186282,750419,72871,135687,310166,64993,1618623,1474513,91.096753227898,1089315,67.2988707067674,514332,31.775898402531,144110,8.90324677210197,43733.406,14.1,63273.864,20.4,31636.932,10.2
"Norfolk County, MA",27,7206,3.74687760199833,555861,385108,384882,26599,170753,6.9109493299245,259545,88262,119234,170875,45829,679055,664017,97.7854518411616,567625,83.5904308193004,182864,26.9291883573496,15038,2.21454815883839,7347.625,4.3,10765.125,6.3,8202,4.8
"Northampton County, PA",11,2791,3.9412396990326,244817,156325,156288,11434,88492,7.31598075348075,112927,60972,77995,78401,30176,296646,273960,92.3525009607411,228639,77.0746950911187,89307,30.1055803887462,22686,7.64749903925892,5331.268,6.8,9251.318,11.8,9643.323,12.3
"Nueces County, TX",37,5056,7.31803797468354,272949,176234,174481,11586,96715,6.64026455602616,126900,50337,67393,87112,25176,347131,280655,80.849880880705,195040,56.1862812598126,116825,33.6544416949221,66476,19.150119119295,12021.456,13.8,18467.744,21.2,21168.216,24.3
"Oakland County, MI",70,13597,5.14819445465912,988161,656316,655894,49410,331845,7.53322945475946,493489,67465,92580,322233,37728,1223588,1124666,91.9154159733505,966846,79.0172835954586,322999,26.3976926874079,98922,8.08458402664949,23845.242,7.4,37701.261,11.7,48657.183,15.1
"Ocean County, NJ",25,8537,2.92842919058217,460437,270888,270474,23794,189549,8.79714870930293,222494,61994,80400,149817,31200,578118,528733,91.4576262977454,409739,70.8746311306688,222793,38.5376341854085,49385,8.54237370225456,11535.909,7.7,20824.563,13.9,23221.635,15.5
"Oklahoma County, OK",82,12518,6.55056718325611,580833,379794,375673,22630,201039,6.02385585336183,291390,47437,68830,181431,27401,742083,610291,82.2402615340872,456426,61.5060579476959,232726,31.3611819702109,131792,17.7597384659128,25037.478,13.8,40096.251,22.1,40640.544,22.4
"Onondaga County, NY",33,5258,6.27615062761506,377171,238505,238001,17227,138666,7.23820488149209,184641,55092,72139,112623,29444,463030,431964,93.290715504395,338269,73.0555255598989,159354,34.4154806384036,31066,6.70928449560504,11825.415,10.5,20159.517,17.9,22637.223,20.1
"Orange County, CA",115,37609,3.05777872317796,2476835,1635634,1633526,124773,841201,7.638262262125,1009353,76509,103752,727053,34817,3098794,2653605,85.6334754746524,2014354,65.0044501183364,865258,27.9224111057398,445189,14.3665245253476,66161.823,9.1,99606.261,13.7,69797.088,9.6
"Orange County, FL",104,16715,6.22195632665271,979897,664663,664057,60374,315234,9.09168941822765,434319,47943,68045,279898,25411,1217194,975021,80.1039932829113,733934,60.2972081689525,327292,26.8890579480346,242173,19.8960067170886,38066.128,13.6,58498.682,20.9,49262.048,17.6
"Orange County, NY",21,4872,4.31034482758621,288626,189394,185121,13470,99232,7.27632197319591,125270,70848,89479,88788,31023,365674,336744,92.0885816328205,262796,71.8661977608471,113891,31.1455011841148,28930,7.91141836717951,8257.284,9.3,12963.048,14.6,14294.868,16.1
